Data Source;Indicadores del desarrollo mundial;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15;_16;_17;_18;_19;_20;_21;_22;_23;_24;_25;_26;_27;_28;_29;_30;_31;_32;_33;_34;_35;_36;_37;_38;_39;_40;_41;_42;_43;_44;_45;_46;_47;_48;_49;_50;_51;_52;_53;_54;_55;_56;_57;_58;_59;_60;_61;_62;_63;_64
Armenia;ARM;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.333333333;5.333333333;5.5;5.5;5;4.666666667;4.666666667;4.666666667;4.5;;;;;;;;;
American Samoa;ASM;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Old and bearded;ATG;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Australia;AUS;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Austria;AUT;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Azerbaijan;AZE;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5;4.5;4.666666667;4.5;4.5;4.333333333;;;;;;;;;;;;
Burundi;BDI;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.333333333;3.166666667;3.166666667;3.3;3.333333333;3.333333333;3.166666667;3.333333333;3.333333333;3.33333;2.833333333;2.666666667;2.666666667;2.666666667;2.666666667;2.666666667;2.666667;
Belgium;BEL;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;BEN;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;3.666666667;3.5;3.5;3.666666667;3.833333333;3.83333;3.83333;3.666666667;3.833333333;3.833333333;4.166666667;4.166666667;4.166667;
Burkina Faso;BFA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5;4.333333333;4.333333333;4.3;4.333333333;4.333333333;4.166666667;4.166666667;4.166666667;4;3.833333333;3.833333333;3.666666667;3.666666667;3.666666667;3.666666667;3.5;
Bangladesh;BGD;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4.2;4;4;3.5;3.5;3.5;3.83333;3.83333;3.83333;3.833333333;3.666666667;3.666667;3.666666667;3.666667;
Bulgaria;BGR;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahrain;BHR;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahamas;BHS;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bosnia and Herzegovina;BIH;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.833333333;4;4;3.8;3.833333333;3.833333333;3.833333333;3.833333333;3.833333333;;;;;;;;;
Belarus;BLR;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belize;BLZ;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bermuda;BMU;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bolivia;BOL;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4.166666667;4.166666667;4.2;4.166666667;4.166666667;4;4;4;4;3.66667;;;;;;;
Brazil;BRA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barbados;BRB;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brunei Darussalam;BRN;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhután;BTN;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4.166666667;4.5;4.5;4.5;4.5;4.166666667;3.666666667;3.666666667;3.83333;3.83333;3.83333;4.166666667;4.166666667;4.166667;4.166666667;4.333333;
Botswana;BWA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Central African Republic;CAF;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.5;2.5;2.833333333;2.8;3;3.333333333;3.333333333;3.333333333;3;2.83333;3;2.833333333;2.833333333;3;3;3;3.166667;
Canada;CAN;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Central and Baltic Europe;CEB;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swiss;CHE;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canal Islands;CHI;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chili;CHL;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
China;CHN;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Côte d'Ivoire;CIV;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1.833333333;2.333333333;2.5;2.833333333;2.666666667;2.833333333;3.333333333;3.5;3.66667;3.66667;3.666666667;3.666666667;3.666666667;3.666666667;3.833333333;3.833333;
Cameroon;CMR;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.333333333;3.5;3.666666667;3.7;3.666666667;3.5;3.666666667;3.833333333;3.833333333;3.666666667;3.5;3.5;3.666666667;3.666666667;3.666666667;3.666666667;3.666667;
Congo, democratic republic of;COD;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.166666667;3.166666667;3.166666667;3.2;3.166666667;3.333333333;3.166666667;3.166666667;3.333333333;3.5;3.5;3.166666667;2.833333333;3.166666667;3.166666667;3.166666667;3.333333;
Congo, Republic of;COG;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2.833333333;2.5;2.8;3;3.166666667;3.5;3.5;3.666666667;3.66667;3.5;3;2.666666667;2.666666667;2.666666667;2.666666667;2.833333;
Colombia;COL;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMORAS;COM;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.333333333;2;2;2;2.333333333;2.333333333;2.5;2.833333333;2.833333333;2.66667;2.83333;2.833333333;2.833333333;2.833333333;2.833333333;2.833333333;2.666667;
Cape Verde;CPV;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.166666667;4.333333333;4.5;4.5;4.5;4.333333333;3.833333333;3.666666667;3.666666667;3.666666667;3.66667;3.5;3.333333333;3.333333333;3.333333333;3.333333333;3.333333;
Costa Rica;CRI;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Little Caribbean states;CSS;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.666666667;3.706666667;3.633333333;3.58;3.533333333;3.6;3.6;3.5;3.366666667;3.3;3.333334;3.300002;3.3;3.3;3.6;3.633333333;3.6666666;
Cuba;CUB;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cuacao;CUW;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cayman Islands;CYM;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cyprus;CYP;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Czech Republic;CZE;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Germany;DEU;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Djibouti;DJI;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.166666667;2.833333333;2.833333333;3;3;3;3.166666667;3.166666667;3.166666667;3;3;3;3;3;3.166667;3.166666667;2.666667;
Dominica;DMA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.666666667;3.833333333;3.833333333;3.8;3.833333333;3.833333333;3.833333333;3.833333333;3.833333333;3.83333;3.66667;3.5;3.5;3.5;3.833333;3.833333333;3.833333;
Denmark;DNK;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dominican Republic;DOM;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Algeria;DZA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oriental Asia and the Pacific (excluded high income);EAP;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.590909091;3.558333333;3.515151515;3.536363636;3.651515152;3.621212121;3.512820513;3.380952381;3.344444444;3.311110444;3.266667556;3.178572143;3.178571429;3.202380952;3.190476357;3.166666667;3.0833335;
Initial Demographic Dividend;EAR;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.638888889;3.63;3.591954023;3.568965517;3.586206897;3.563218391;3.5;3.422222222;3.365591398;3.355555556;3.383333444;3.344828161;3.344827586;3.310344828;3.350574805;3.316091954;3.252873621;
Oriental Asia and the Pacific;EAS;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.590909091;3.558333333;3.515151515;3.536363636;3.651515152;3.621212121;3.512820513;3.380952381;3.344444444;3.311110444;3.266667556;3.178572143;3.178571429;3.202380952;3.190476357;3.166666667;3.0833335;
Europe and Central Asia (excluded high income);ECA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.066666667;4.17;4.291666667;4.275;4.074074074;4.037037037;4.041666667;4.041666667;4.0625;3.766666;3.766666;3.7;3.666666667;3.7;3.7666668;3.708333333;3.83333325;
Europe and Central Asia;ECS;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.066666667;4.17;4.291666667;4.275;4.074074074;4.037037037;4.041666667;4.041666667;4.0625;3.766666;3.766666;3.7;3.666666667;3.7;3.7666668;3.708333333;3.83333325;
Ecuador;ECU;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Egypt, Arab Republic of;EGY;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euro zone;EMU;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eritrea;ERI;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.166666667;2.166666667;2.166666667;2.2;1.833333333;1.833333333;1.833333333;1.5;1.333333333;1.33333;1.33333;1.333333333;1.333333333;1.333333333;1.5;1.5;1.5;
Spain;ESP;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estonia;EST;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ethiopia;ETH;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.666666667;3.5;3.5;3.3;3.666666667;3.666666667;3.666666667;3.5;3.5;3.5;3.5;3.666666667;3.5;3.5;3.5;3.5;3.333333;
European Union;EUU;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fragile and conflict situations affected;FCS;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.174603175;3.14057971;3.137681159;3.134782609;3.243055556;3.256944444;3.224358974;3.160714286;3.166666667;3.143678046;3.086206782;2.942528506;2.833333333;2.873563218;2.861111156;2.85;2.839080517;
Finland;FIN;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiji;FJI;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.166666667;3.166667;
France;FRA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faroe Islands;FRO;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Micronesia (federated states);FSM;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.5;2.333333333;2.333333333;2.5;2.66667;2.66667;2.666666667;2.666666667;2.666667;2.666666667;2.666667;
Gabon;GAB;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;GBR;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Georgia;GEO;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.166666667;4.5;4.666666667;4.7;4.666666667;4.666666667;4.666666667;4.666666667;4.666666667;;;;;;;;;
Ghana;GHA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.166666667;4.166666667;4;3.7;3.666666667;3.666666667;3.833333333;3.5;3;2.5;3;3;3.333333333;3.333333333;3.333333333;3.333333333;3.333333;
Gibraltar;GIB;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;GIN;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.666666667;2.666666667;3;3;2.333333333;2.333333333;2.833333333;3.333333333;3.333333333;3.33333;3.33333;3.5;3.5;3.5;3.5;3.5;3.5;
Gambia;GMB;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3.333333333;3.5;3.5;3.5;3.5;3.333333333;3;2.66667;2.16667;2.166666667;2.333333333;2.333333333;2.333333333;2.333333333;2.5;
Guinea-Bissau;GNB;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.333333333;2;2;1.8;2.166666667;2.5;3;2.666666667;2.5;2.5;2.5;2.5;2.666666667;2.666666667;2.666666667;2.666666667;2.5;
